row_index,disease_cohort,source_file,entity1,entity2,Relation,PMID,reason,entity2_status,entity1_status
543,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,NPC1,disease_protein,39102515,duplicate_literature_row,,
544,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,NPC2,disease_protein,39102515,duplicate_literature_row,,
547,NPC,20260508-NMP_final.csv,lysosomal storage disease,Niemann-Pick Disease Type C,disease_disease,35487270,duplicate_literature_row,,
548,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,visceral symptoms,disease_phenotype_positive,35487270,unresolved_entity2,C1405869,
549,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,neurological symptoms,disease_phenotype_positive,35487270,unresolved_entity2,C0235031,
550,NPC,20260508-NMP_final.csv,cholesterol transport,NPC1, bioprocess_protein,37032242,duplicate_literature_row,,
553,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,NPC1,disease_protein,37032242,duplicate_literature_row,,
554,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,lysosomal storage disorder,disease_disease,40898442,duplicate_literature_row,,
556,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,lipid storage disorder,disease_disease,40898442,duplicate_literature_row,,
557,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,progressive neurodegeneration,disease_phenotype_positive,40898442,duplicate_literature_row,,
558,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,seizures,disease_phenotype_positive,40898442,duplicate_literature_row,,
559,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,dystonia,disease_phenotype_positive,40898442,duplicate_literature_row,,
561,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,psychotic symptoms,disease_phenotype_positive,38581830,unresolved_entity2,C0871189,
562,NPC,20260508-NMP_final.csv,autoimmune encephalitis,psychotic symptoms,disease_phenotype_positive,38581830,unresolved_entity2,C0871189,
563,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,neurodegenerative disorder,disease_disease,38581830,duplicate_literature_row,,
564,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,mood symptoms,disease_phenotype_positive,38581830,unresolved_entity2,C2232697,
575,NPC,20260508-NMP_final.csv,neurodegenerative disorder,Niemann-Pick Disease Type C,disease_disease,38302739,duplicate_literature_row,,
576,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,NPC1,disease_protein,38302739,duplicate_literature_row,,
577,NPC,20260508-NMP_final.csv,miglustat,Niemann-Pick Disease Type C,indication,38302739,duplicate_literature_row,,
578,NPC,20260508-NMP_final.csv,lysosomal storage disorder,Niemann-Pick Disease Type C,disease_disease,34526163,duplicate_literature_row,,
579,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,vertical supranuclear gaze palsy,disease_phenotype_positive,34526163,duplicate_literature_row,,
580,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,NPC1,disease_protein,34526163,duplicate_literature_row,,
581,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,NPC2,disease_protein,34526163,duplicate_literature_row,,
582,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,acute liver failure,disease_phenotype_positive,34526163,duplicate_literature_row,,
585,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,cognitive impairment,disease_phenotype_positive,35853348,duplicate_literature_row,,
588,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,ataxia,disease_phenotype_positive,35853348,duplicate_literature_row,,
592,NPC,20260508-NMP_final.csv,miglustat,Niemann-Pick Disease Type C,indication,34879185,duplicate_literature_row,,
594,NPC,20260508-NMP_final.csv,miglustat,gastrointestinal alterations,drug_effect,34879185,unresolved_entity2,C5933904,
596,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,gastrointestinal alterations,disease_phenotype_positive,34879185,unresolved_entity2,C5933904,
597,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,genetic disorder,disease_disease,34879185,duplicate_literature_row,,
599,NPC,20260508-NMP_final.csv,cholesterol,lysosomes,bioprocess_cellcompt,34879185,unsupported_relation:bioprocess_cellcomp,,
601,NPC,20260508-NMP_final.csv,late endosomes,cholesterol accumulation,cellcomp_bioprocess,34455703,unknown_relation:cellcomp_bioprocess,,
602,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,acute liver failure,disease_phenotype_positive,34455703,duplicate_literature_row,,
606,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,rapid progression of neurologic disease,disease_phenotype_positive,34455703,duplicate_literature_row,,
607,NPC,20260508-NMP_final.csv,miglustat,neurologic deterioration,drug_effect,34455703,duplicate_literature_row,,
608,NPC,20260508-NMP_final.csv,neurodegenerative lysosomal disease,Niemann-Pick Disease Type C,disease_disease,35696615,unresolved_entity1,,C5680898
609,NPC,20260508-NMP_final.csv,miglustat,Niemann-Pick Disease Type C,indication,35696615,duplicate_literature_row,,
611,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,ataxia,disease_phenotype_positive,35696615,duplicate_literature_row,,
612,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,seizures,disease_phenotype_positive,35696615,duplicate_literature_row,,
614,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,dementia developed,disease_phenotype_positive,35696615,unresolved_entity2,C3278182,
615,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,psychiatric symptoms,disease_phenotype_positive,35696615,unresolved_entity2,C0233401,
616,NPC,20260508-NMP_final.csv,miglustat,suspiciousness,drug_effect,35696615,unresolved_entity2,C0233519,
617,NPC,20260508-NMP_final.csv,miglustat,delusions,drug_effect,35696615,unresolved_entity2,in_kg,
618,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,splenomegaly,disease_phenotype_positive,36325261,duplicate_literature_row,,
621,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,dystonia,disease_phenotype_positive,36325261,duplicate_literature_row,,
622,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,neurological manifestations,disease_phenotype_positive,36325261,unresolved_entity2,C0027854,
624,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,dysarthria,disease_phenotype_positive,36325261,duplicate_literature_row,,
625,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,dysphagia,disease_phenotype_positive,36325261,duplicate_literature_row,,
626,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,vertical supranuclear gaze palsy,disease_phenotype_positive,36325261,duplicate_literature_row,,
630,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,autosomal recessive lysosomal storage disease,disease_disease,36325261,duplicate_literature_row,,
631,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,NPC1,disease_protein,36325261,duplicate_literature_row,,
632,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,NPC2,disease_protein,36325261,duplicate_literature_row,,
633,NPC,20260508-NMP_final.csv,cholesterol trafficking,NPC1, bioprocess_protein,36325261,unresolved_entity1,,C5960876
634,NPC,20260508-NMP_final.csv,cholesterol trafficking,NPC2, bioprocess_protein,36325261,unresolved_entity1,,C5960876
635,NPC,20260508-NMP_final.csv,cholesterol,lysosomes,exposure_cellcomp,36325261,duplicate_literature_row,,
636,NPC,20260508-NMP_final.csv,nail-patella syndrome,LMX1B,disease_protein,36325261,unresolved_entity1,,in_kg
637,NPC,20260508-NMP_final.csv,kidney,Niemann-Pick Disease Type C, anatomy_disease,36325261,unsupported_relation:anatomy_disease,,
638,NPC,20260508-NMP_final.csv,medications,seizures,drug_effect,36325261,unresolved_entity1,,C4284232
640,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,neurovisceral symptoms,disease_phenotype_positive,36325261,duplicate_literature_row,,
642,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,neurodegenerative lysosomal storage disorder,disease_phenotype_positive,34085599,duplicate_literature_row,,
643,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,lysosomal storage disease,disease_disease,34086834,duplicate_literature_row,,
644,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,hepatosplenomegaly,disease_phenotype_positive,34086834,duplicate_literature_row,,
645,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,ataxia,disease_phenotype_positive,34086834,duplicate_literature_row,,
646,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,dysarthria,disease_phenotype_positive,34086834,duplicate_literature_row,,
647,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,dementia,disease_phenotype_positive,34086834,duplicate_literature_row,,
655,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,altered horizontal saccadic peak velocity and latency,disease_phenotype_positive,34096670,duplicate_literature_row,,
658,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,compensating strategies,disease_phenotype_positive,34096670,unresolved_entity2,C4718647,
661,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,impaired vertical reflexive saccades,disease_phenotype_positive,34096670,duplicate_literature_row,,
662,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,vertical supranuclear gaze palsy,disease_phenotype_positive,34096670,duplicate_literature_row,,
663,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,lysosomal storage disorder,disease_phenotype_positive,34138521,duplicate_literature_row,,
664,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,neurodegeneration,disease_phenotype_positive,34138521,duplicate_literature_row,,
667,NPC,20260508-NMP_final.csv,NPC1,accumulation of sphingolipids,phenotype_protein,34138521,unresolved_entity2,C3279448,
668,NPC,20260508-NMP_final.csv,NPC2,accumulation of sphingolipids,phenotype_protein,34138521,unresolved_entity2,C3279448,
669,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,hepatic inflammation,disease_phenotype_positive,34138521,unresolved_entity2,C3275700,
674,NPC,20260508-NMP_final.csv,2-hydroxypropyl-β-cyclodextrin,cholesterol biosynthesis,drug_bioprocess,34296265,unsupported_relation:drug_bioprocess,,
675,NPC,20260508-NMP_final.csv,2-hydroxypropyl-β-cyclodextrin,lipid biosynthesis,drug_bioprocess,34296265,unsupported_relation:drug_bioprocess,,
678,NPC,20260508-NMP_final.csv,lysosomal,NPC1,cellcomp_protein,34407999,unresolved_entity1,,C0521450
682,NPC,20260508-NMP_final.csv,Telmisartan,cholesterol accumulation,drug_effect,34502342,unresolved_entity2,C5436605,
683,NPC,20260508-NMP_final.csv,Telmisartan,intracellular cholesterol transport,drug_bioprocess,34502342,unsupported_relation:drug_bioprocess,,
685,NPC,20260508-NMP_final.csv,accumulation of unesterified cholesterol,NPC1,phenotype_protein,34592985,duplicate_literature_row,,
688,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,autosomal recessive lysosomal storage disorder,disease_disease,34682919,duplicate_literature_row,,
689,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,NPC1,disease_protein,34682919,duplicate_literature_row,,
690,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,NPC2,disease_protein,34682919,duplicate_literature_row,,
691,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,visceral involvement,disease_phenotype_positive,34682919,unresolved_entity2,C5960196,
692,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,neurological involvement,disease_phenotype_positive,34682919,unresolved_entity2,C4283760,
696,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,premature death,disease_phenotype_positive,34720883,unresolved_entity2,C1855073,
697,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,NPC1,disease_protein,34720883,duplicate_literature_row,,
698,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,NPC2,disease_protein,34720883,duplicate_literature_row,,
705,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,neurological symptoms,disease_phenotype_positive,34744838,unresolved_entity2,C0235031,
709,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,NPC1,disease_protein,34799641,duplicate_literature_row,,
710,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,NPC2,disease_protein,34799641,duplicate_literature_row,,
712,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,cognition,disease_phenotype_positive,34819124,duplicate_literature_row,,
716,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,worry,disease_phenotype_positive,34819124,unresolved_entity2,C0233481,
718,NPC,20260508-NMP_final.csv,protein aggregates,CD22,molfunc_protein,34851695,unresolved_entity1,,C3850144
722,NPC,20260508-NMP_final.csv,neurovisceral lipid storage disease,Niemann-Pick Disease Type C,disease_disease,34944681,duplicate_literature_row,,
723,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,NPC1,disease_protein,34944681,duplicate_literature_row,,
724,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,NPC2,disease_protein,34944681,duplicate_literature_row,,
725,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,neurodegeneration,disease_phenotype_positive,34944681,duplicate_literature_row,,
726,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,premature death,disease_phenotype_positive,34944681,unresolved_entity2,C1855073,
727,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,neuroinflammation,disease_phenotype_positive,34944681,duplicate_literature_row,,
729,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,NPC1,disease_protein,34948052,duplicate_literature_row,,
730,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,NPC2,disease_protein,34948052,duplicate_literature_row,,
731,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,accumulation of intracellular cholesterol,disease_phenotype_positive,34948052,unresolved_entity2,C3553603,
733,NPC,20260508-NMP_final.csv,neuronal processes,Vps35,cellcomp_protein,34948052,unresolved_entity1,,C1849725
734,NPC,20260508-NMP_final.csv,axonal swellings,Vps35,cellcomp_protein,34948052,unresolved_entity1,,C2750221
735,NPC,20260508-NMP_final.csv,splenomegaly,hematopoietic cells,phenotype_cellcomp,35007562,unsupported_relation:phenotype_cellcomp,,
737,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,NPC1,disease_protein,35016719,duplicate_literature_row,,
738,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,NPC2,disease_protein,35016719,duplicate_literature_row,,
741,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,splenomegaly,disease_phenotype_positive,35016719,duplicate_literature_row,,
742,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,jaundice,disease_phenotype_positive,35016719,duplicate_literature_row,,
746,NPC,20260508-NMP_final.csv,kidneys,Niemann-Pick Disease,anatomy_disease,35016719,unsupported_relation:anatomy_disease,,
747,NPC,20260508-NMP_final.csv,spleen,Niemann-Pick Disease,anatomy_disease,35016719,unsupported_relation:anatomy_disease,,
748,NPC,20260508-NMP_final.csv,liver,Niemann-Pick Disease,anatomy_disease,35016719,unsupported_relation:anatomy_disease,,
749,NPC,20260508-NMP_final.csv,brain,Niemann-Pick Disease,anatomy_disease,35016719,unsupported_relation:anatomy_disease,,
750,NPC,20260508-NMP_final.csv,nerves,Niemann-Pick Disease,anatomy_disease,35016719,unsupported_relation:anatomy_disease,,
752,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,neurologic symptoms,disease_phenotype_positive,36199263,unresolved_entity2,C0235031,
753,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,cataplexy,disease_phenotype_positive,36199263,duplicate_literature_row,,
754,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,hepatosplenomegaly,disease_phenotype_positive,36199263,duplicate_literature_row,,
755,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,progressive neurologic dysfunction,disease_phenotype_positive,36199263,duplicate_literature_row,,
756,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,NPC1,disease_protein,36199263,duplicate_literature_row,,
757,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,NPC2,disease_protein,36199263,duplicate_literature_row,,
763,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,cerebellar ataxia,disease_phenotype_positive,36199263,duplicate_literature_row,,
764,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,dystonia,disease_phenotype_positive,36199263,duplicate_literature_row,,
765,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,pyramidal features,disease_phenotype_positive,36199263,unresolved_entity2,C1843174,
766,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,seizures,disease_phenotype_positive,36199263,duplicate_literature_row,,
767,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,epilepsy,disease_phenotype_positive,36199263,duplicate_literature_row,,
768,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,dysarthria,disease_phenotype_positive,36199263,duplicate_literature_row,,
772,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,rare lysosomal neurovisceral storage disease,disease_disease,35086560,duplicate_literature_row,,
773,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,accumulation of intracellular free cholesterol,disease_phenotype_positive,35086560,duplicate_literature_row,,
775,NPC,20260508-NMP_final.csv,cholesterol accumulation,NPC1,phenotype_protein,35159316,unresolved_entity1,,C5436605
776,NPC,20260508-NMP_final.csv,cholesterol accumulation,NPC2,phenotype_protein,35159316,unresolved_entity1,,C5436605
777,NPC,20260508-NMP_final.csv,cholesterol accumulation,NPC1,phenotype_protein,35159129,unresolved_entity1,,C5436605
778,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,NPC1,disease_protein,35164809,duplicate_literature_row,,
779,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,hepatomegaly,disease_phenotype_positive,35164809,duplicate_literature_row,,
780,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,neonatal jaundice,disease_phenotype_positive,35164809,unresolved_entity2,in_kg,
781,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,splenomegaly,disease_phenotype_positive,35164809,duplicate_literature_row,,
782,NPC,20260508-NMP_final.csv,neurological manifestations,cognitive impairment,phenotype_phenotype,35164809,unresolved_entity1,,C0027854
783,NPC,20260508-NMP_final.csv,neurological manifestations,dysarthria,phenotype_phenotype,35164809,unresolved_entity1,,C0027854
784,NPC,20260508-NMP_final.csv,neurological manifestations,ataxia,phenotype_phenotype,35164809,unresolved_entity1,,C0027854
785,NPC,20260508-NMP_final.csv,neurological manifestations,vertical supranuclear gaze palsy,phenotype_phenotype,35164809,unresolved_entity1,,C0027854
786,NPC,20260508-NMP_final.csv,neurological manifestations,dysphagia,phenotype_phenotype,35164809,unresolved_entity1,,C0027854
788,NPC,20260508-NMP_final.csv,low-density lipoprotein receptor,low-density lipoprotein receptor-related protein 6,protein_protein,40972529,unresolved_entity1,,C0034821
789,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,neuro-visceral lipid storage disease,disease_disease,35455589,duplicate_literature_row,,
795,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,NPC1,disease_protein,35892469,duplicate_literature_row,,
796,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,NPC2,disease_protein,35892469,duplicate_literature_row,,
798,NPC,20260508-NMP_final.csv,Niemann-Pick disease Type C,NPC1,disease_protein,35892469,duplicate_literature_row,,
799,NPC,20260508-NMP_final.csv,Niemann-Pick disease Type C,NPC2,disease_protein,35892469,duplicate_literature_row,,
803,NPC,20260508-NMP_final.csv,Niemann-Pick disease,acid sphingomyelinase deficiency,disease_disease,36056366,unresolved_entity1,,in_kg
804,NPC,20260508-NMP_final.csv,Niemann-Pick disease,systemic symptoms,disease_phenotype_positive,36056366,unresolved_entity1,,in_kg
805,NPC,20260508-NMP_final.csv,Niemann-Pick disease,neurological symptoms,disease_phenotype_positive,36056366,unresolved_entity1,,in_kg
807,NPC,20260508-NMP_final.csv,Dysphagia,aspiration pneumonia,pathology_phenotype,36064725,unsupported_relation:pathology_phenotype,,
808,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,NPC1,disease_protein,36085278,duplicate_literature_row,,
809,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,NPC2,disease_protein,36085278,duplicate_literature_row,,
810,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,cholesterol accumulation,disease_phenotype_positive,36085278,unresolved_entity2,C5436605,
812,NPC,20260508-NMP_final.csv,Niemann-Pick disease Type C,NPC1,disease_protein,36187872,duplicate_literature_row,,
813,NPC,20260508-NMP_final.csv,Niemann-Pick disease Type C,NPC2,disease_protein,36187872,duplicate_literature_row,,
814,NPC,20260508-NMP_final.csv,Niemann-Pick disease Type C,Vertical supranuclear gaze palsy,disease_phenotype_positive,36187872,duplicate_literature_row,,
815,NPC,20260508-NMP_final.csv,Niemann-Pick disease Type C,Splenomegaly,disease_phenotype_positive,36187872,duplicate_literature_row,,
816,NPC,20260508-NMP_final.csv,Niemann-Pick disease Type C,Dystonia,disease_phenotype_positive,36187872,duplicate_literature_row,,
817,NPC,20260508-NMP_final.csv,Niemann-Pick disease Type C,Cerebellar ataxia,disease_phenotype_positive,36187872,duplicate_literature_row,,
818,NPC,20260508-NMP_final.csv,β-Cyclodextrin,Niemann-Pick disease type C,indication,36265126,duplicate_literature_row,,
819,NPC,20260508-NMP_final.csv,β-Cyclodextrin,lysosomal transport,drug_bioprocess,36265126,unsupported_relation:drug_bioprocess,,
821,NPC,20260508-NMP_final.csv,cholesterol trafficking,NPC1, bioprocess_protein,36301667,unresolved_entity1,,C5960876
823,NPC,20260508-NMP_final.csv,lysosome,NPC1,cellcomp_protein,36301667,duplicate_literature_row,,
827,NPC,20260508-NMP_final.csv,NPC1,increased cell proliferation,phenotype_protein,36322609,unresolved_entity2,C4230434,
838,NPC,20260508-NMP_final.csv,2-hydroxypropyl-beta-cyclodextrin,Niemann-Pick disease type C,indication,36431844,duplicate_literature_row,,
841,NPC,20260508-NMP_final.csv,Niemann-Pick disease,cholesterol accumulation,disease_phenotype_positive,36722045,unresolved_entity1,,in_kg
842,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,lysosomal storage disorder,disease_disease,36823305,duplicate_literature_row,,
843,NPC,20260508-NMP_final.csv,accumulation of cholesterol,NPC1,phenotype_protein,36861884,unresolved_entity1,,C5436605
844,NPC,20260508-NMP_final.csv,lysosome,NPC1,cellcomp_protein,36861884,duplicate_literature_row,,
846,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,NPC2,disease_protein,36861884,duplicate_literature_row,,
848,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,lysosomal storage disorder,disease_disease,36920149,duplicate_literature_row,,
849,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,progressive neurodegeneration,disease_phenotype_positive,36920149,duplicate_literature_row,,
850,NPC,20260508-NMP_final.csv,2-hydroxypropyl-beta-cyclodextrin,Niemann-Pick Disease Type C,indication,36920149,duplicate_literature_row,,
853,NPC,20260508-NMP_final.csv,2-hydroxypropyl-beta-cyclodextrin,cholesterol storage,drug_effect,36920149,duplicate_literature_row,,
854,NPC,20260508-NMP_final.csv,2-hydroxypropyl-beta-cyclodextrin,exocytosis,drug_bioprocess,36920149,unsupported_relation:drug_bioprocess,,
857,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,NPC1,disease_protein,37128603,duplicate_literature_row,,
858,NPC,20260508-NMP_final.csv,Lithium,improved behaviors,drug_bioprocess,37128603,unsupported_relation:drug_bioprocess,,
862,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,neurodegenerative disorders,disease_phenotype_positive,37348967,duplicate_literature_row,,
863,NPC,20260508-NMP_final.csv,iron deposition,pulvinar nucleus,pathology_anatomy_present,37348967,unsupported_relation:pathology_anatomy_present,,
864,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,neurodegeneration,disease_phenotype_positive,37348967,duplicate_literature_row,,
866,NPC,20260508-NMP_final.csv,thalamus,Niemann-Pick Disease Type C, anatomy_disease,37348967,unsupported_relation:anatomy_disease,,
867,NPC,20260508-NMP_final.csv,striatum,Niemann-Pick Disease Type C, anatomy_disease,37348967,unsupported_relation:anatomy_disease,,
868,NPC,20260508-NMP_final.csv,hippocampus,Niemann-Pick Disease Type C, anatomy_disease,37348967,unsupported_relation:anatomy_disease,,
876,NPC,20260508-NMP_final.csv,NPC1,decreased pigmentation,phenotype_protein,37423302,unresolved_entity2,C5205893,
879,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,NPC1,disease_protein,37458497,duplicate_literature_row,,
880,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,NPC2,disease_protein,37458497,duplicate_literature_row,,
881,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,cholesterol accumulation,disease_phenotype_positive,37458497,unresolved_entity2,C5436605,
883,NPC,20260508-NMP_final.csv,NPC1,cholesterol accumulation,phenotype_protein,37458497,unresolved_entity2,C5436605,
884,NPC,20260508-NMP_final.csv,NPC2,cholesterol accumulation,phenotype_protein,37458497,unresolved_entity2,C5436605,
885,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,progressive neurodegeneration,disease_phenotype_positive,37480097,duplicate_literature_row,,
886,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,premature death,disease_phenotype_positive,37480097,unresolved_entity2,C1855073,
887,NPC,20260508-NMP_final.csv,miglustat,Niemann-Pick disease type C,indication,37480097,duplicate_literature_row,,
889,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,neurological symptoms,disease_phenotype_positive,37480097,unresolved_entity2,C0235031,
890,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,NPC1,disease_protein,37539272,duplicate_literature_row,,
891,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,NPC2,disease_protein,37539272,duplicate_literature_row,,
892,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,Cerebellar ataxia,disease_phenotype_positive,37539272,duplicate_literature_row,,
893,NPC,20260508-NMP_final.csv,deep cerebellar nuclei,Niemann-Pick disease type C, anatomy_disease,37539272,unsupported_relation:anatomy_disease,,
895,NPC,20260508-NMP_final.csv,miglustat,Niemann-Pick disease type C,indication,37539272,duplicate_literature_row,,
897,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,neurodegeneration,disease_phenotype_positive,37670901,duplicate_literature_row,,
898,NPC,20260508-NMP_final.csv,hydroxypropyl-β-cyclodextrin,Niemann-Pick disease type C,indication,37670901,duplicate_literature_row,,
899,NPC,20260508-NMP_final.csv,hydroxypropyl-β-cyclodextrin,cholesterol metabolism,drug_bioprocess,37670901,unsupported_relation:drug_bioprocess,,
901,NPC,20260508-NMP_final.csv,cerebellum,Niemann-Pick Disease Type C,anatomy_disease,38254990,unsupported_relation:anatomy_disease,,
904,NPC,20260508-NMP_final.csv,lysosomal storage disorder,Niemann-Pick Disease Type C,disease_disease,38599016,duplicate_literature_row,,
905,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,impaired motor coordination,disease_phenotype_positive,38599016,duplicate_literature_row,,
906,NPC,20260508-NMP_final.csv,Niemann-Pick Disease Type C,cholesterol accumulation,disease_phenotype_positive,38599016,unresolved_entity2,C5436605,
911,NPC,20260508-NMP_final.csv,Niemann-Pick disease type C,NPC1,disease_protein,38712089,duplicate_literature_row,,
912,NPC,20260508-NMP_final.csv,lysosomal cholesterol transport,calcium signaling pathways,cellcomp_bioprocess,38737295,unknown_relation:cellcomp_bioprocess,,
913,NPC,20260508-NMP_final.csv,NPC1,calcium signaling pathways,disease_pathway,38737295,unsupported_relation:disease_pathway,,
914,NPC,20260508-NMP_final.csv,neurodegeneration,calcium signaling pathways,disease_pathway,38737295,unsupported_relation:disease_pathway,,
915,NPC,20260508-NMP_final.csv,hereditary ataxia,NPC1,disease_protein,38790666,unresolved_entity1,,in_kg
